primaryHazard,city,countyCode,county,stateAbbreviation,zipcode,structureType,yearBuilt,estimatedPurchasePrice,insuranceType,ownerType,id
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,19a6d645-8400-4d65-9f6f-d4dc939826cd
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,e1c604f8-f29e-4f4e-8667-a36a209374e1
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,428398e8-c99d-4961-a450-179551020f09
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,092f0662-0e17-4017-9ece-b2ed6fa265e2
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,d5a0cc8e-46f4-4562-b8e5-15ddcb1ff478
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,9465ddb9-e85b-45f5-b53e-21daae8f5ab4
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,b6b210b7-1fa3-4c5d-87fc-e94e1e2ac6be
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,dd29681a-41e2-4254-9a6f-f553f4208376
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,5aa63946-661e-41bb-89bf-10de6e84c8d6
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,bddf7974-1134-4961-b929-d09f3e077074
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,6acd1453-8f87-40e3-9511-27fe9a73b910
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,ee5bbb2e-92e9-4350-8c8c-58432a1ab2be
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,14d455cc-1b81-4200-9f1b-412630a3313e
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,5ff86859-de6b-455b-9990-19906a4b8ab0
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,15feb498-e383-4ab0-91b0-36123bdf7b0f
Severe storm,Russell,167,Russell,KS,67665,Energy,1971,536,,Government,3867cbc2-8f36-46df-b86b-cdf1b655d6d8
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,f4ea3c8f-3a57-4f39-a1ca-517675047520
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,8b384c41-e462-466e-b09b-1d8be4a4ed37
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,ec23c266-ac4b-4409-be0f-b7bae5de2a49
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,561f069b-9a1a-4b19-8091-4745e8103927
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,37d67bd6-b1a3-4377-9a21-11b4c965d451
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,8c6f22c5-94e7-4a19-92c9-53e9392b85b8
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,41eb4c6b-d6e7-460a-8623-385446372357
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,61d32087-4627-46f2-a657-83a55736f61b
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,ec3b7748-4ce0-48c8-8364-b19c46d27d2e
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,d7b5e293-4eb3-430d-add8-9cb6d1343213
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,e8583df1-6c01-400c-ae62-7403305bc7c5
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,b970e703-dcee-47ed-8192-ff43258bc1f5
Severe storm,Russell,167,Russell,KS,67665,Energy,1977,536,,Government,413aefa0-beef-4e1f-b253-765d038f64ea
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,f9ebc800-da9b-415d-a1b4-1144e2f80352
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,424a5a7e-b351-4b44-9187-65704d2bda80
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,5aea3a30-dd0d-44f6-b5c2-615eba3cb189
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,f7e80dd6-b7ea-4bf7-9f3f-0f318c7e0d6e
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,48c80f15-33dd-4772-a198-ea593c19bdf4
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,d09b21f2-92f8-467b-80db-77b1740590e3
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,05fc0c77-3acf-4d2b-b2c1-047e95a935d1
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,4e7a5b7b-0fee-43b5-a03e-7c720aad634d
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,cc481224-7bb6-4d57-8da7-10ed985d7049
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,b8a95042-5ca8-45ac-a24d-c41d3909b404
Severe storm,Russell,167,Russell,KS,67665,Energy,2017,536,,Government,eee9fa5c-5bcf-48cb-9e87-ada14433d964
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,536,,Government,7b03d9ee-eb03-4eed-bc73-6f2d09bf11a9
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,eed95ca3-6eab-423c-994e-ecb0d0ddecd2
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,1aeef9d9-339a-4b0f-a5c9-4a0796e1926c
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,28ae2072-9398-4a83-ba55-c7425191f4dc
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,9383c571-40b8-4610-b95d-cff99f4643fc
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,3250cccc-4b86-42be-ad40-3172a22589ca
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,f6f6048f-f26e-450f-9c23-fdf583d8631f
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,2d3ced48-6264-4108-b932-2fc4288e64ac
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,8a5308b2-fea5-473a-b676-4fc6d621ed74
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,6af2b7b7-31d5-401d-9013-bfbd061bf6d9
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,18ede66c-2391-40f8-a7fe-1b9060ef25cc
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,538909f2-0745-4148-a69d-7cec5dad9d72
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,c03f5180-b7d9-4409-93ac-3451b172a53b
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,e38acea3-fff9-4593-9bba-95acc608f341
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,c1b893a2-3cc5-4dd0-9e4f-b56a49be2774
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,16300ff7-48ec-4991-aa95-7494ef9860f7
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,2d208c24-f4da-4e51-b98c-6e5daa04a7d0
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,d4f53726-a90f-4997-a7f6-58995194adfc
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,0f129784-88d4-4c01-96aa-809db8d89d0c
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,94875e37-5e20-4ed3-81d7-14f944684129
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,4f667ab7-0aae-405c-ab7e-dee051733dad
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,8ecda82d-6f64-49fc-a9be-b22987724751
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,f396243a-b3c2-416a-8a7a-91c32e582c94
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,0175ab63-514a-4388-837c-9ca548e0fc40
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,bde49438-5462-4e48-84dd-ce7c8438bf26
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,2f695fd5-254e-4df0-acdc-537b4f88a021
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,6e6a807b-4793-405b-9935-40dc90b1e17f
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,c783cd88-b6e7-4815-9445-762776f4e6ec
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,a9bc151e-8b8e-464c-acc9-6dd0cd63338d
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,4ebb8aad-1244-4b92-ad32-48f4e82be6cd
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,4f9f3125-14b7-4a8a-8962-14d73a9553b8
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,a47ac325-6a0e-4556-a99c-5222484b7bfb
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,bdad44bd-23ca-4f9d-8e7c-feaf0f5681fa
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,e7f89890-90d7-4631-b386-ec2240eba96e
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,04834b09-9f73-4883-b6e3-a1374a7e0214
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,0f4bd9ca-d699-402c-b4db-92cce559c4c6
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,084b4ab9-e734-4897-b197-f8881d889054
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,24c50a81-a788-441a-b5fb-ac125ac436a2
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,e913fe11-c984-43ea-9c5e-d1255459a7e3
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,c3eb3492-444a-4c50-bbc0-1afcc3249825
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,46a07692-7798-4b6c-90e7-a7e9d59d3d82
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,898d1241-2466-4236-8d89-6c16e8c7d554
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,44ec1f68-bb06-4996-8525-db2e49e54d80
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,aad0d981-2564-4d8e-b37b-76a964980f7c
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,ecf5eb2a-9742-4433-80d0-0b7fec1ededc
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,9fe2b4bc-f948-404a-b48b-e36ba74b8483
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,921a7281-9d12-4007-8ba6-d7cfc3b7d414
Severe storm,Russell,167,Russell,KS,67665,Energy,1966,2826,,Government,a7c3855a-430f-447e-a935-5567ab60cf96
Flooding,University City,189,St. Louis,MO,63130,Residential,1965,1200000,NFIP Insurance; Private Insurance,Corporation,7bb89f32-4d45-4aa7-9ca2-a784e43d4bbe
Flooding,University City,189,St. Louis,MO,63130,Residential,1965,1200000,NFIP Insurance; Private Insurance,Corporation,40449ab7-5130-46c6-86ca-70ee66c8c4a1
Flooding,Rising Sun,15,Cecil,MD,21911,Residential,1995,1542400,,Government,0d884e9f-fdd6-4345-b98f-a3546fa11fe0
Flooding,Rising Sun,15,Cecil,MD,21911,Residential,1995,1542400,,Government,cea09a97-1933-435a-97e0-5ff59e542e21
Flooding,Rising Sun,15,Cecil,MD,21911,Residential,1995,1542400,,Government,2ce5dd67-b47c-42cc-a50b-c77f318f5b5d
Flooding,Rising Sun,15,Cecil,MD,21911,Residential,1995,1542400,,Government,a3834273-54f8-476c-9996-dab5ad428757
Flooding,Geismar,5,Ascension,LA,70734,Residential,1967,303152,NFIP Insurance,Individual,5a0c4e30-2b10-41cd-b890-7789a86e04f8
Flooding,Prairieville,5,Ascension,LA,70769,Residential,1978,255177,Private Insurance,Individual,a73842db-6224-43ef-b221-ded1db15116b
Infrastructure failure,Clinton,19,Hunterdon,NJ,8809,Water (potable),1964,3009489,Self-Insured,Government,e0dcfb74-60f3-4546-9d84-476b1e2bec78
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1946,27739,,Individual,ffa95450-623f-4f5e-8bd6-8cf9c1b140d7
Flooding,San Antonio,29,Bexar,TX,78201,Residential,1940,27739,,Individual,bff41145-7f93-40c8-9301-48ed3273efd1
Flooding,San Antonio,29,Bexar,TX,78201,Residential,1939,27739,,Individual,e7beafc0-ba08-4c92-bb22-17d88e23d011
Flooding,San Antonio,29,Bexar,TX,78258,Residential,1982,27739,,Individual,784e4b2a-058d-4039-a7ab-42bbf9f3dd26
Flooding,San Antonio,29,Bexar,TX,78201,Residential,1954,27739,,Individual,7fd3bf48-7569-47dc-ae1f-ef0943cc7b07
Flooding,San Antonio,29,Bexar,TX,78201,Residential,1952,27739,,Individual,f544f89c-27cf-4976-8409-832c227693b4
Flooding,San Antonio,29,Bexar,TX,78201,Residential,1950,27739,,Individual,734313d5-f201-4bc2-81e1-8b0961c2ec2e
Flooding,San Antonio,29,Bexar,TX,76010,Residential,1949,27739,,Individual,2f6a9557-4cc1-4030-9df4-58bf6db431c5
Flooding,San Antonio,29,Bexar,TX,78201,Residential,1976,27739,,Individual,6f122c86-0e77-4258-baa0-6e68c95f299d
Flooding,San Antonio,29,Bexar,TX,78201,Residential,1959,27739,,Individual,81d5027a-2365-4af0-952b-9abf7da13177
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1941,27739,,Individual,4bfe981c-6f25-45e1-98d6-ee100d28d3c5
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1941,27739,,Individual,57f92c27-ebb8-47b3-a288-3974cdca3f3d
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1940,27739,,Individual,b60d8bf6-038b-416e-af4c-f0fe5e7bf113
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1947,27739,,Individual,ebe5f5f3-1d81-43b1-bec2-9fbbe959fc99
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1945,27739,,Individual,af3e1333-5caa-45d6-9c27-0357124e9378
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1949,27739,,Individual,35159bf9-18e5-4bce-8983-639a0ec8a392
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1955,27739,,Individual,e1e6f865-17f1-44c2-b10e-5a764274896a
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1955,27739,,Individual,be58c6bf-fe9a-4ec8-93b1-67483ba150b6
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1940,27739,,Individual,6838ef6d-8092-45c5-aff9-bdd0522d0d29
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1940,27739,,Individual,cbc66f00-3bcd-47fe-b0d6-5105c5c7b5f2
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1946,27739,,Individual,acc8e6b3-e3eb-4132-9e62-7166f7c27701
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1940,27739,,Individual,c268f249-5761-4a54-8690-16e121f116f1
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1946,27739,,Individual,38a07473-afc2-40a6-9d13-4b5e92b5ab46
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1949,27739,,Individual,4c6c1020-dac2-4f87-a93f-2589c1f7b5fa
Flooding,San Antonio,29,Bexar,TX,78228,Residential,2013,27739,,Business,cf94b3e4-4201-4c30-84ac-c178d52d93d6
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1946,27739,,Individual,9c0d95ad-15b2-44d6-a900-4acc4cfe9039
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1945,27739,,Individual,e78aeb29-e416-41ba-bf6e-1bd9c202be40
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1945,27739,,Individual,b4f3e882-60ae-40cf-8678-46df499f4350
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1945,27739,,Individual,f7509af3-2e27-4f65-939f-7f4b6efd9d18
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1945,27739,,Individual,607376c1-5743-4c9c-8492-450366550b74
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1945,27739,,Individual,e13e87e2-0642-4d34-8a9e-6fdeb078c75f
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1945,27739,,Individual,3b90709e-ed3b-42dc-9ae6-8678ea7b0a97
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1945,27739,,Individual,80b1d758-e39c-45ad-b061-914d7f2a4a48
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1945,27739,,Individual,7b0dc25a-5e48-44aa-8cf0-a32ad402efb6
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1945,27739,,Individual,6d3c297e-b984-46d2-8451-ffa9cf77e57d
Flooding,San Antonio,29,Bexar,TX,78006,Residential,1952,27739,,Individual,ccfc102d-bda6-4373-9c13-74ea7b4dad9a
Flooding,San Antonio,29,Bexar,TX,78230,Residential,1945,27739,,Individual,e0cf48fc-c566-4e4d-8d49-2c3af0b6fd50
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1950,27739,,Individual,6c2fe158-7a44-43db-8ca4-d16bedd43d45
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1950,27739,,Individual,e0fc362e-6e8b-4ff8-a7e0-fbf82a6ad608
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1950,27739,,Individual,9834a819-2dd3-4d70-bc0e-52c9b5ffb4b2
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1950,27739,,Individual,45497046-cb1d-4278-ab3d-915c8a0e0151
Flooding,San Antonio,29,Bexar,TX,78213,Residential,1950,27739,,Individual,2642bed4-8f04-40c5-bed3-19206fcd6467
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1950,27739,,Individual,5d9f31c9-c7e0-4144-a60e-df5e62d7381e
Flooding,San Antonio,29,Bexar,TX,78216,Residential,1945,27739,,Individual,c1f75b53-0de0-41bc-8494-c5e56ef2ccee
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1945,27739,,Individual,f6606a90-f48e-4aa7-b187-c47fdba29459
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1945,27739,,Individual,1678f27d-ad5f-4840-a9ec-68f64bceb513
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1945,27739,,Individual,46853fb2-a001-4c7d-94ca-70b43a2076e1
Flooding,San Antonio,29,Bexar,TX,78213,Residential,1945,27739,,Individual,82c54b18-b465-4684-9054-0db0d21a800d
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1945,27739,,Individual,422e0a58-fc03-4845-8436-d12f4ce5cd1d
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1945,27739,,Individual,f3182f65-455f-4e1f-a546-808b5343f542
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1950,27739,,Individual,e5e8ccd4-d416-4e94-8a9e-06bf052b0a92
Flooding,San Antonio,29,Bexar,TX,78212,Residential,1945,27739,,Individual,afdb0b9a-8c6d-4c83-a33a-cd41fbdbf3ed
Flooding,San Antonio,29,Bexar,TX,78015,Residential,1950,27739,,Individual,987a4cd5-1e86-44d6-823c-05f821a169fe
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1945,27739,,Individual,781989ef-29a4-4357-95e1-1aec10089efa
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1950,27739,,Individual,85adeb3a-fe3b-49c1-bfab-f2b9cf743aba
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1955,27739,,Individual,f1447450-c7f2-4392-9d0e-7e3bd13c0913
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1958,27739,,Individual,7fd8d9ae-0da6-4049-a958-28043cb70bf5
Flooding,San Antonio,29,Bexar,TX,78229,Residential,1946,27739,,Individual,3f09bb95-321c-497f-a912-54f921465aaa
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1949,27739,,Individual,630163e9-2485-4c44-a9c4-a32eb0c04e8e
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1943,27739,,Business,d5c422a6-4f80-4f3b-b122-ea95b6da13a9
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1942,27739,,Business,e391c867-0abb-4396-ac0e-e6eed3cba077
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1940,27739,,Individual,f7af0fe5-d4bf-48ad-9fbf-e55b393f49d6
Flooding,San Antonio,29,Bexar,TX,78251,Residential,1950,27739,,Business,7155c2d0-2db2-4935-a75f-3049d1b47012
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1940,27739,,Individual,18eb359e-3ed0-42f0-b0d8-93d62cc9ae8e
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1945,27739,,Individual,fa3336e1-7914-4d48-8af8-74a544b548a0
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1946,27739,,Individual,a4a1a813-9b4c-4cee-9eb7-3e1caf295fa2
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1949,27739,,Individual,77e7eb60-75fd-45af-96f4-bef265220d11
Flooding,San Antonio,29,Bexar,TX,78109,Residential,1963,27739,,Individual,2935de1a-1fdf-45bd-8df1-f429a37fca63
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1951,27739,,Individual,61948051-f193-4dc4-972b-ae9d071f5cbb
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1951,27739,,Individual,d723a93a-c4cc-47ca-bb41-7cbd9ec870d9
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1947,27739,,Individual,00dba7d0-6256-4332-accc-bc948585ee07
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1947,27739,,Individual,ccfb8d06-475a-4fcc-8db2-cb3e100fb9de
Flooding,San Antonio,29,Bexar,TX,78228,Residential,2016,27739,,Individual,c0373128-64a5-4a15-bf6b-689a2f9b3fd5
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1941,27739,,Individual,1c0170d7-9d12-4490-ba37-468adca3e222
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1956,27739,,Individual,fb913624-d8e2-49a2-ae17-35852fe096a9
Flooding,San Antonio,29,Bexar,TX,90231,Residential,1982,27739,,Individual,805bc697-6bd4-46e1-8479-b211425ce12e
Flooding,San Antonio,29,Bexar,TX,75235,Residential,1974,27739,,Business,04edde2f-3bcc-4438-a67e-0795197f5ea2
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1968,27739,,Individual,3d9b93a9-1e35-4266-a2e0-5c4ec20fa123
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1948,27739,,Individual,7d7c8c2a-ced2-46a0-ae9e-f77b81e2e1ee
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1982,27739,,Individual,86862450-aec2-4678-8a70-9baf3c9917bd
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1950,27739,,Individual,03cab723-acd8-414e-8af4-1d5bbef0fffa
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1948,27739,,Individual,d90be711-3841-4c05-9de6-6b5e9af84bc0
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1948,27739,,Individual,6171318f-0633-4bef-bf91-236870fe551e
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1947,27739,,Individual,eae3abda-eb2d-4ad8-9845-eacb839e1ab5
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1947,27739,,Individual,4c822118-8dff-4737-919d-ef738370b37d
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1951,27739,,Individual,58356495-3c5a-4716-a694-79359b07e8a5
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1946,27739,,Individual,b9d887ba-d7d4-4c45-a97d-0ad88a917ff8
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1963,27739,,Individual,136e14da-fd4a-4d80-8c48-0fbf5e509f41
Flooding,San Antonio,29,Bexar,TX,78218,Residential,1960,27739,,Individual,09d2dcf1-3c8b-4019-8500-01b53ededed9
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1950,27739,,Individual,f126b6ae-679a-4528-8468-cea8395efe0f
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1949,27739,,Individual,c9223d5d-779f-4969-998c-16a0140b4707
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1948,27739,,Individual,52d1c55e-b0b6-4726-97c9-7d472d153c38
Flooding,San Antonio,29,Bexar,TX,78251,Residential,1950,27739,,Individual,57d92f04-ca7f-4e2f-90be-47bd449ef46b
Flooding,San Antonio,29,Bexar,TX,78216,Residential,1946,27739,,Individual,46fb1c19-cb78-43f6-9416-3838ac3a382c
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1946,27739,,Individual,b92fa7b7-6850-4d14-b201-db0f215df052
Flooding,San Antonio,29,Bexar,TX,78230,Residential,1982,27739,,Individual,ed091018-427f-4184-abd3-28a75696caf2
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1964,27739,,Individual,a948b3c9-2648-4da5-9da8-aa41e8fdea15
Flooding,San Antonio,29,Bexar,TX,78228,Non-Profit,1985,27739,,Business,348494d2-95ee-4adb-84ca-fc19593aecae
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1958,27739,,Individual,a942267f-d4ea-4f4b-bf8b-b8fe92565044
Flooding,San Antonio,29,Bexar,TX,78251,Residential,1913,27739,,Individual,b3f36d15-8096-4158-8dd1-7684f193343b
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1954,27739,,Individual,17682d19-b0af-4517-83d3-005885bcd7dd
Flooding,San Antonio,29,Bexar,TX,75028,Residential,1949,27739,,Individual,3591ee18-3db4-4e88-b17f-1f9e409e738c
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1950,27739,,Individual,f2ac9814-94f5-4845-ba4b-84be8673d4cb
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1951,27739,,Individual,9bb1bc2c-af2a-42cc-b180-a132235df064
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1950,27739,,Individual,e0bd4512-1670-4a82-9b43-2dd1ca98b529
Flooding,San Antonio,29,Bexar,TX,78252,Residential,1953,27739,,Individual,5d04eea8-81c9-4acc-a5bd-256d9602e6cb
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1949,27739,,Individual,8ea94da3-ffbc-4fec-9144-1b8032b6cf2b
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1968,27739,,Individual,4c2fac70-615d-4dd8-882f-e39135d52127
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1950,27739,,Individual,4000de43-c515-49fc-9a05-2de9ed4f848d
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1949,27739,,Individual,85910e02-52f8-4850-a190-8ba2701fa2d9
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1950,27739,,Individual,c0e38e4c-c4d4-4ea5-b2f5-adbd2dae1a42
Flooding,San Antonio,29,Bexar,TX,78232,Residential,1986,27739,,Individual,d876df12-9e5e-4526-a467-6cb3e39842f0
Flooding,San Antonio,29,Bexar,TX,78249,Residential,1950,27739,,Individual,c84d8b60-58cd-4569-885b-6b78c657b393
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1950,27739,,Individual,02e1ddb3-eaa0-4d2c-8202-502c5004e4fb
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1946,27739,,Individual,15c0c47c-bb06-47b6-8a4e-92aab626285f
Flooding,San Antonio,29,Bexar,TX,78228,Residential,1946,27739,,Individual,64d58785-4638-4749-9f09-2eb2789e8a91
Flooding,San Antonio,29,Bexar,TX,78266,Residential,1953,27739,,Individual,f6efd0e2-060d-4552-b088-272983712065
